Week,Employee_ID,AHT,Schedule_Adherence,ACW,RONA,Evaluation_Completed,Efficiency,Compliance,Logging,Professionalism,Exceptions,Knowledge,Guidance,QS_Adoption_Score,Performance_Level,Needs_Coaching
11/18/2024,EMP026,12.89,89.59,1.163,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP026,13.1,98.23,1.175,1,TRUE,100,50,90,100,100,100,95,90.71,Exceeds,No
12/2/2024,EMP026,9.43,92.75,1.491,0,TRUE,100,100,100,90,95,100,100,97.86,Exceeds,No
12/9/2024,EMP026,15.52,90.59,1.387,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP026,9.1,94.41,1.2,0,TRUE,95,100,95,100,85,95,100,95.71,Exceeds,No
12/23/2024,EMP026,8.36,93.09,1.336,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP027,7.71,93.19,1.314,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP027,19.73,98.6,1.438,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP027,16.09,95.76,1.392,0,TRUE,100,100,100,100,100,33,100,90.43,Exceeds,No
1/22/2024,EMP027,12.18,96.14,1.433,0,TRUE,95,95,90,90,100,95,100,95,Exceeds,No
1/29/2024,EMP027,14.65,93.92,1.185,2,TRUE,100,95,100,85,95,95,85,93.57,Exceeds,No
2/5/2024,EMP027,13.96,94.87,1.356,1,TRUE,90,100,95,100,100,100,95,97.14,Exceeds,No
2/12/2024,EMP027,23.21,85.07,1.116,2,TRUE,100,100,95,95,100,95,95,97.14,Exceeds,No
2/19/2024,EMP027,19.4,99.01,1.128,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP027,18.93,97.27,1.385,1,TRUE,100,95,85,90,95,95,95,93.57,Exceeds,No
3/4/2024,EMP027,12.79,88.51,1.11,0,TRUE,95,95,100,95,100,85,90,94.29,Exceeds,No
3/11/2024,EMP027,8.06,89.08,1.332,0,TRUE,100,100,85,95,95,90,100,95,Exceeds,No
3/18/2024,EMP027,17.86,85.71,1.436,0,TRUE,95,90,95,85,95,95,100,93.57,Exceeds,No
3/25/2024,EMP027,12.88,88.67,1.252,1,TRUE,90,95,85,95,95,90,85,90.71,Exceeds,No
4/1/2024,EMP027,16.32,90.26,1.118,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP027,17.3,88.98,1.386,2,TRUE,100,90,100,85,100,100,85,94.29,Exceeds,No
4/15/2024,EMP027,16.89,96.11,1.472,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP027,9.12,97.22,1.387,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP027,17.36,91.01,1.331,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP027,19.68,98,1.192,2,TRUE,95,95,85,90,95,100,90,92.86,Exceeds,No
5/13/2024,EMP027,14.12,85.46,1.106,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP027,33.18,93.81,1.378,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP027,7.07,94.84,0.123,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP027,7.86,94.62,1.443,1,TRUE,100,90,100,85,100,95,100,95.71,Exceeds,No
6/10/2024,EMP027,11.44,89.02,1.287,2,TRUE,95,100,100,100,85,100,95,96.43,Exceeds,No
6/17/2024,EMP027,8.95,85.91,1.312,1,TRUE,90,95,100,95,100,90,85,93.57,Exceeds,No
6/24/2024,EMP027,7.3,89.48,1.402,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP027,18.61,89.88,0.392,0,TRUE,85,100,95,95,100,100,95,95.71,Exceeds,No
7/8/2024,EMP027,8.94,96.73,1.357,2,TRUE,100,90,95,95,85,100,85,92.86,Exceeds,No
7/15/2024,EMP027,7.09,89.97,1.475,1,TRUE,100,95,90,95,90,85,85,91.43,Exceeds,No
7/22/2024,EMP027,9.14,90.81,1.493,0,TRUE,85,95,100,90,100,85,90,92.14,Exceeds,No
7/29/2024,EMP027,18.76,85.14,1.479,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP027,16.95,93.55,1.43,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP027,11.27,89.15,1.382,2,TRUE,100,95,95,90,100,95,95,95.71,Exceeds,No
8/19/2024,EMP027,9.57,95.99,1.365,0,TRUE,95,90,100,85,85,95,100,92.86,Exceeds,No
8/26/2024,EMP027,17.59,95.4,1.142,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP027,14.41,92.29,1.209,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP027,13.96,96.95,1.102,0,TRUE,90,95,90,90,100,90,100,93.57,Exceeds,No
9/16/2024,EMP027,8.44,86.51,1.155,2,TRUE,95,85,95,95,100,100,95,95,Exceeds,No
9/23/2024,EMP027,18.8,91.59,1.276,1,TRUE,100,100,95,100,100,100,90,97.86,Exceeds,No
9/30/2024,EMP027,7.76,96.21,1.159,0,TRUE,95,90,90,95,100,100,95,95,Exceeds,No
10/7/2024,EMP027,21.51,94.86,1.461,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP027,9.59,85.99,1.422,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP027,11.24,98.7,1.129,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP027,9.73,88.36,1.2,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP027,13.75,88.1,1.428,1,TRUE,95,90,85,85,85,95,90,89.29,Meets,Yes
11/11/2024,EMP027,15.57,87.66,1.421,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP027,7.4,85.39,1.478,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP027,19.12,93.13,1.499,0,TRUE,95,85,85,100,95,100,100,94.29,Exceeds,No
12/2/2024,EMP027,17.75,85.54,1.491,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP027,19.32,89.92,1.264,2,TRUE,95,33,100,100,90,95,95,86.86,Meets,Yes
12/16/2024,EMP027,17.15,99.87,1.2,0,TRUE,90,85,100,50,100,100,95,88.57,Meets,Yes
12/23/2024,EMP027,12.66,96.44,1.403,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP028,24.62,91.6,1.22,1,TRUE,95,95,100,90,95,95,90,94.29,Exceeds,No
1/8/2024,EMP028,15.38,90.65,1.423,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP028,16.47,99.5,1.314,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP028,9.78,85.43,1.418,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/29/2024,EMP028,14.46,90.1,1.21,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP028,17.33,91.7,1.303,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP028,19.65,93.04,1.326,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP028,12.37,88.98,1.477,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP028,18.76,99.35,1.207,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP028,14.79,90.06,1.475,1,TRUE,85,100,100,100,70,100,95,92.86,Exceeds,No
3/11/2024,EMP028,17.59,97.71,1.422,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP028,13.64,98.92,1.392,2,TRUE,100,90,100,100,95,100,95,97.14,Exceeds,No
3/25/2024,EMP028,14.01,91.81,1.415,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP028,11.24,90.82,0.307,2,TRUE,100,50,90,85,100,90,95,87.14,Meets,Yes
4/8/2024,EMP028,19.74,96.16,1.198,0,TRUE,100,85,95,90,100,95,100,95,Exceeds,No
4/15/2024,EMP028,18.32,98.67,1.176,2,TRUE,90,85,85,95,100,90,100,92.14,Exceeds,No
4/22/2024,EMP028,11.85,91.98,1.447,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP028,10,86.56,1.39,0,TRUE,90,90,85,95,90,90,95,90.71,Exceeds,No
5/6/2024,EMP028,16.45,96.58,1.185,1,TRUE,100,100,85,100,90,90,95,94.29,Exceeds,No
5/13/2024,EMP028,18.68,85.47,1.346,2,TRUE,90,85,100,100,100,95,100,95.71,Exceeds,No
5/20/2024,EMP028,7.2,99.24,1.279,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP028,14.51,85.64,0.088,2,TRUE,100,100,100,100,95,95,100,98.57,Exceeds,No
6/3/2024,EMP028,9.01,96.92,1.313,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP028,11.96,97.99,1.213,0,TRUE,100,90,95,100,90,100,100,96.43,Exceeds,No
6/17/2024,EMP028,15.4,85.43,1.138,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP028,14.98,97.28,1.287,0,TRUE,70,85,100,95,100,95,95,91.43,Exceeds,No
7/1/2024,EMP028,12.94,90.84,1.336,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP028,13.7,92.05,1.119,2,TRUE,95,95,90,100,100,100,90,95.71,Exceeds,No
7/15/2024,EMP028,19.7,89.14,1.261,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP028,13.6,86.21,1.203,2,TRUE,100,90,100,90,100,100,95,96.43,Exceeds,No
7/29/2024,EMP028,12.92,94.43,1.112,2,TRUE,100,100,100,100,90,95,100,97.86,Exceeds,No
8/5/2024,EMP028,15.83,88.2,1.15,1,TRUE,95,90,100,95,95,85,95,93.57,Exceeds,No
8/12/2024,EMP028,17.04,93.61,1.156,0,TRUE,85,100,90,100,100,95,90,94.29,Exceeds,No
8/19/2024,EMP028,17.53,87.42,1.173,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/26/2024,EMP028,17.79,87.12,1.421,0,TRUE,100,95,95,90,85,95,100,94.29,Exceeds,No
9/2/2024,EMP028,11.33,91.85,1.276,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP028,14.54,91.9,1.159,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP028,17.97,86,1.14,1,TRUE,95,100,95,100,90,100,95,96.43,Exceeds,No
9/23/2024,EMP028,9.71,95.62,1.219,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP028,29.03,95.04,1.419,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP028,11.47,85.24,1.246,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP028,14.57,96.59,1.164,0,TRUE,100,100,95,95,85,95,100,95.71,Exceeds,No
10/21/2024,EMP028,11.67,98.51,1.262,1,TRUE,100,100,100,70,100,95,100,95,Exceeds,No
10/28/2024,EMP028,31.23,96.74,1.322,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP028,11.57,89.12,1.112,2,TRUE,90,95,100,95,95,100,100,96.43,Exceeds,No
11/11/2024,EMP028,12.67,87.25,1.351,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP028,14.75,88.53,1.258,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/25/2024,EMP028,15.16,90.2,0.015,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP028,14.66,98.33,1.37,1,TRUE,90,100,100,90,100,95,95,95.71,Exceeds,No
12/9/2024,EMP028,15.17,89.98,1.385,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/16/2024,EMP028,17.42,90.25,1.352,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/23/2024,EMP028,8.11,86.4,1.237,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP029,15.93,92.47,1.312,0,TRUE,95,100,90,95,100,90,33,86.14,Meets,Yes
1/8/2024,EMP029,7.91,95.05,1.255,2,TRUE,100,33,100,95,85,100,95,86.86,Meets,Yes
1/15/2024,EMP029,14.18,92.15,1.38,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/22/2024,EMP029,16.52,98.83,1.333,0,TRUE,95,100,85,100,100,90,95,95,Exceeds,No
1/29/2024,EMP029,8.47,91.58,1.133,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP029,17.51,92.7,1.357,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/12/2024,EMP029,16.04,93.46,1.375,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP029,9.41,90.32,1.248,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/26/2024,EMP029,8.33,99.92,0.439,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP029,15.42,95.24,1.437,2,TRUE,100,100,100,95,100,100,100,99.29,Exceeds,No
3/11/2024,EMP029,17.03,92.41,1.17,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP029,12.99,91.17,1.462,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP029,14.47,95.63,1.276,1,TRUE,100,90,85,100,85,90,85,90.71,Exceeds,No
4/1/2024,EMP029,8.87,95.81,1.389,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP029,11.26,86.43,1.426,0,TRUE,90,90,95,100,95,85,100,93.57,Exceeds,No
4/15/2024,EMP029,8.31,91.54,1.302,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP029,16.39,92.51,1.26,1,TRUE,100,90,90,85,95,100,95,93.57,Exceeds,No
4/29/2024,EMP029,19.71,88.88,1.466,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP029,9.63,97.21,1.192,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP029,13.53,94.55,1.203,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP029,15.56,87.87,1.245,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP029,11.51,85.33,1.444,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/3/2024,EMP029,7.72,92.22,1.476,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP029,17.97,95.28,1.188,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/17/2024,EMP029,7.37,98.22,1.446,2,TRUE,95,90,100,85,90,85,100,92.14,Exceeds,No
6/24/2024,EMP029,13.32,89.16,1.203,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/1/2024,EMP029,19.5,90.61,1.488,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP029,18.41,97.91,0.303,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP029,18.04,86.46,1.103,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP029,18.78,98.47,1.114,1,TRUE,95,95,95,100,95,90,85,93.57,Exceeds,No
7/29/2024,EMP029,17.75,85.9,1.159,0,TRUE,95,100,100,90,100,90,100,96.43,Exceeds,No
8/5/2024,EMP029,7.36,90.8,1.175,0,TRUE,100,95,100,100,100,100,95,98.57,Exceeds,No
8/12/2024,EMP029,15.65,88.07,1.407,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/19/2024,EMP029,15,95.89,1.189,1,TRUE,90,95,100,100,90,100,100,96.43,Exceeds,No
8/26/2024,EMP029,13.8,87.14,1.488,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP029,18.51,90.67,1.354,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/9/2024,EMP029,15.18,86.82,1.377,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP029,11.54,90.19,1.187,2,TRUE,100,100,100,100,100,95,85,97.14,Exceeds,No
9/23/2024,EMP029,13.47,94.28,1.457,0,TRUE,95,85,95,95,95,100,90,93.57,Exceeds,No
9/30/2024,EMP029,7.69,98.9,1.367,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP029,33.31,91.01,0.434,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/14/2024,EMP029,16.83,98.88,1.483,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP029,16.04,92.66,1.15,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP029,8.52,88.03,1.139,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP029,16.85,89.76,1.421,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP029,17.79,95.1,1.446,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/18/2024,EMP029,15.99,97.65,1.334,2,TRUE,95,100,100,100,90,95,70,92.86,Exceeds,No
11/25/2024,EMP029,19.44,99.54,1.246,1,TRUE,95,95,100,90,85,90,100,93.57,Exceeds,No
12/2/2024,EMP029,19.79,89.09,1.361,0,TRUE,100,100,90,100,85,100,100,96.43,Exceeds,No
12/9/2024,EMP029,34.93,95.54,1.222,0,TRUE,90,100,95,100,90,85,33,84.71,Meets,Yes
12/16/2024,EMP029,30.04,99.33,1.195,1,TRUE,90,90,90,100,95,100,95,94.29,Exceeds,No
12/23/2024,EMP029,19.39,94.83,1.295,0,TRUE,100,100,95,100,100,85,100,97.14,Exceeds,No
1/1/2024,EMP030,14.64,98.79,1.186,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/8/2024,EMP030,18.74,97.69,1.293,1,TRUE,95,95,100,95,100,100,100,97.86,Exceeds,No
1/15/2024,EMP030,19.18,86.03,1.483,1,TRUE,85,100,90,95,100,85,100,93.57,Exceeds,No
1/22/2024,EMP030,19.14,89.62,1.436,1,TRUE,100,90,100,100,100,100,100,98.57,Exceeds,No
1/29/2024,EMP030,9.49,95.02,1.477,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/5/2024,EMP030,14.66,91.11,1.423,1,TRUE,95,95,95,90,95,90,95,93.57,Exceeds,No
2/12/2024,EMP030,12.43,98.89,1.242,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
2/19/2024,EMP030,14.01,99.57,1.425,2,TRUE,95,100,90,95,100,90,90,94.29,Exceeds,No
2/26/2024,EMP030,17.91,87.67,1.469,0,TRUE,90,90,95,95,95,95,95,93.57,Exceeds,No
3/4/2024,EMP030,7.7,93.2,1.479,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/11/2024,EMP030,15.3,96.19,1.373,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/18/2024,EMP030,16.09,86.16,1.185,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP030,16.43,95.17,1.116,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/1/2024,EMP030,19.42,98.45,1.159,1,TRUE,85,100,95,85,90,100,95,92.86,Exceeds,No
4/8/2024,EMP030,16.95,91.96,1.486,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/15/2024,EMP030,18.08,98.69,1.285,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP030,8.75,92.75,1.442,0,TRUE,100,85,100,100,100,95,90,95.71,Exceeds,No
4/29/2024,EMP030,18.5,89.02,1.286,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP030,13.37,99.13,1.364,2,TRUE,90,90,33,85,95,95,95,83.29,Meets,Yes
5/13/2024,EMP030,12.89,86.89,1.11,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/20/2024,EMP030,9.78,98.35,1.2,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/27/2024,EMP030,9.08,86.65,0.224,0,TRUE,90,90,90,100,100,95,90,93.57,Exceeds,No
6/3/2024,EMP030,17.04,87.96,1.352,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/10/2024,EMP030,15.21,94.63,1.169,1,TRUE,95,100,100,90,95,70,100,92.86,Exceeds,No
6/17/2024,EMP030,14.39,89.56,1.406,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/24/2024,EMP030,8.67,97.32,1.246,0,TRUE,33,100,95,100,100,85,95,86.86,Meets,Yes
7/1/2024,EMP030,12.09,88.91,1.427,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP030,15.09,91.89,1.139,0,TRUE,95,95,85,100,90,100,95,94.29,Exceeds,No
7/15/2024,EMP030,15.1,90.03,1.372,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/22/2024,EMP030,15.85,90.77,1.217,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP030,16.71,96.29,1.418,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP030,9.87,92.86,1.261,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP030,8.96,97.47,1.366,1,TRUE,100,100,95,100,100,100,95,98.57,Exceeds,No
8/19/2024,EMP030,9.65,90.61,1.474,2,TRUE,90,95,100,85,100,85,85,91.43,Exceeds,No
8/26/2024,EMP030,16.01,96.27,1.108,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/2/2024,EMP030,16.64,85.33,1.104,0,TRUE,95,85,95,100,100,100,95,95.71,Exceeds,No
9/9/2024,EMP030,11.63,93.26,1.408,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/16/2024,EMP030,7.4,95.42,0.327,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/23/2024,EMP030,16.22,93,1.217,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
9/30/2024,EMP030,14.56,98.46,1.298,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/7/2024,EMP030,18.19,85.6,1.117,1,TRUE,100,95,90,100,70,85,100,91.43,Exceeds,No
10/14/2024,EMP030,8.63,92.55,1.177,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/21/2024,EMP030,18.94,96,1.27,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
10/28/2024,EMP030,19.75,89.98,1.434,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/4/2024,EMP030,7.44,92.23,1.292,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
11/11/2024,EMP030,8.18,98.72,1.335,0,TRUE,85,95,70,95,100,100,95,91.43,Exceeds,No
11/18/2024,EMP030,16.98,94.73,0.438,1,TRUE,100,95,100,100,85,95,100,96.43,Exceeds,No
11/25/2024,EMP030,13.75,92.69,1.224,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/2/2024,EMP030,7.8,94.4,1.38,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
12/9/2024,EMP030,18.32,87.1,1.445,1,TRUE,90,85,85,95,95,95,100,92.14,Exceeds,No
12/16/2024,EMP030,19.82,98.34,1.181,1,TRUE,100,90,100,100,85,100,100,96.43,Exceeds,No
12/23/2024,EMP030,17.96,94.75,1.243,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/1/2024,EMP031,27.86,95.25,1.492,1,TRUE,100,100,95,100,90,95,95,96.43,Exceeds,No
1/8/2024,EMP031,14.98,85.66,1.493,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
1/15/2024,EMP031,8.62,86.49,1.189,0,TRUE,95,95,95,95,90,90,95,93.57,Exceeds,No
1/22/2024,EMP031,15.17,99.6,1.127,1,TRUE,95,100,95,100,100,100,85,96.43,Exceeds,No
1/29/2024,EMP031,15.53,97.52,1.208,2,TRUE,95,100,90,95,100,85,95,94.29,Exceeds,No
2/5/2024,EMP031,23.05,91.65,1.259,0,TRUE,95,90,95,95,100,100,100,96.43,Exceeds,No
2/12/2024,EMP031,19.13,89.3,1.276,1,TRUE,100,90,90,100,90,95,90,93.57,Exceeds,No
2/19/2024,EMP031,17.79,90.15,1.348,0,TRUE,95,100,90,100,95,100,33,87.57,Meets,Yes
2/26/2024,EMP031,9.04,98.11,1.46,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/4/2024,EMP031,19.55,99.95,0.172,1,TRUE,90,85,100,85,100,100,100,94.29,Exceeds,No
3/11/2024,EMP031,13.56,99.27,1.44,0,TRUE,100,100,100,95,85,100,95,96.43,Exceeds,No
3/18/2024,EMP031,11.73,93.71,1.137,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
3/25/2024,EMP031,18.44,96.44,1.117,0,TRUE,90,100,95,85,100,85,85,91.43,Exceeds,No
4/1/2024,EMP031,10,93.27,1.302,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/8/2024,EMP031,16.21,98.44,1.124,0,TRUE,95,100,100,85,90,95,100,95,Exceeds,No
4/15/2024,EMP031,7.18,93.18,1.257,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/22/2024,EMP031,18.02,90.72,1.459,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
4/29/2024,EMP031,11.66,99.46,1.197,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/6/2024,EMP031,15.86,88.37,1.382,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
5/13/2024,EMP031,7.83,89.3,1.221,0,TRUE,95,95,95,100,100,95,95,96.43,Exceeds,No
5/20/2024,EMP031,19.24,95.33,1.118,1,TRUE,100,100,95,95,90,90,90,94.29,Exceeds,No
5/27/2024,EMP031,15.06,94.58,1.323,0,TRUE,100,100,95,100,85,95,95,95.71,Exceeds,No
6/3/2024,EMP031,9.7,97.69,1.434,2,TRUE,100,100,90,95,100,95,85,95,Exceeds,No
6/10/2024,EMP031,13.69,96.8,1.264,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
6/17/2024,EMP031,8.16,87.99,1.347,2,TRUE,100,100,95,100,100,100,100,99.29,Exceeds,No
6/24/2024,EMP031,34.21,99.96,0.451,2,TRUE,100,100,85,90,100,95,95,95,Exceeds,No
7/1/2024,EMP031,12.81,97.32,1.416,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/8/2024,EMP031,28.68,98.45,1.178,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/15/2024,EMP031,8.17,85.87,1.393,2,TRUE,95,100,100,100,100,100,90,97.86,Exceeds,No
7/22/2024,EMP031,9.32,95.48,1.301,1,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
7/29/2024,EMP031,12.16,99.37,1.398,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/5/2024,EMP031,14.93,96.14,1.298,0,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
8/12/2024,EMP031,17.29,95.61,1.151,0,TRUE,100,95,90,100,100,95,100,97.14,Exceeds,No
8/19/2024,EMP031,14.66,93.72,1.328,2,TRUE,95,95,95,90,95,100,100,95.71,Exceeds,No
8/26/2024,EMP031,11.53,93.84,1.297,2,FALSE,,,,,,,,,Not Evaluated,Not Evaluated
